,Title,Datetime,Source,URL
0,Covid-19 coronavirus: Top intensive care doctor admits he is scared,2020-03-23T20:46:36.671+0000,New Zealand Herald,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12319273
1,Spain’s mass COVID-19 deaths tipped to surpass Italy,2020-04-10T04:48:50.925+0000,The Daily Telegraph,https://www.dailytelegraph.com.au/news/world/spains-mass-covid19-deaths-tipped-to-surpass-italy/video/9fb1ae3d60504ce8989f5c62adea8088
2,Spain’s mass COVID-19 deaths tipped to surpass Italy,2020-04-10T04:48:50.925+0000,The Daily Telegraph,https://www.dailytelegraph.com.au/news/world/spains-mass-covid19-deaths-tipped-to-surpass-italy/video/9fb1ae3d60504ce8989f5c62adea8088
3,Medela opens New Production Line in the US and more than Triples Production in Switzerland of Critical Portable Suction Systems Aiding Hospital Ventilator Support and Patients with COVID-19,2020-05-19T00:02:37.013+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/medela-opens-new-production-line-in-the-us-and-more-than-triples-production-in-switzerland-of-critical-portable-suction-systems-aiding-hospital-ventilator-support-and-patients-with-covid-19-1029212779
4,"Singapore to block new visitors from Iran, northern Italy or South Korea as minister warns of new spikes in cases",2020-03-03T09:41:02.231+0000,Channel News Asia (Singapore),https://www.channelnewsasia.com/news/singapore/covid19-coronavirus-lawrence-wong-iran-korea-italy-checkpoints-12494744?cid=cna_flip_070214
5,"Singapore to block new visitors from Iran, northern Italy or South Korea as minister warns of new spikes in cases",2020-03-03T09:41:02.231+0000,Channel News Asia (Singapore),https://www.channelnewsasia.com/news/singapore/covid19-coronavirus-lawrence-wong-iran-korea-italy-checkpoints-12494744?cid=cna_flip_070214
6,Medela opens New Production Line in the US and more than Triples Production in Switzerland of Critical Portable Suction Systems Aiding Hospital Ventilator Support and Patients with COVID-19,2020-05-19T07:30:12.172+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/medela-opens-new-production-line-in-the-us-and-more-than-triples-production-in-switzerland-of-critical-portable-suction-systems-aiding-hospital-ventilator-support-and-patients-with-covid-19-1029213471
7,BAPS Charities’ Comprehensive and Global Response to COVID-19,2020-05-08T12:07:41.184+0000,India Web Post,https://www.indiapost.com/baps-charities-comprehensive-and-global-response-to-covid-19/
8,UK patients will trial 'promising' Japanese-made Covid-19 drug,2020-05-01T18:20:50.304+0000,London Evening Standard,https://www.standard.co.uk/news/uk/uk-coronavirus-patients-trial-japanese-covid19-drug-a4429731.html
9,UK patients will trial 'promising' Japanese-made Covid-19 drug,2020-05-01T18:20:50.304+0000,London Evening Standard,https://www.standard.co.uk/news/uk/uk-coronavirus-patients-trial-japanese-covid19-drug-a4429731.html
10,CORONAVIRUS: How Italian imported disease into Nigeria,2020-02-28T23:51:17.375+0000,Vanguard,https://www.vanguardngr.com/2020/02/coronavirus-how-italian-imported-disease-into-nigeria/
11,'Very worrying trends' meant Singapore could not afford to wait any longer before making 'pre-emptive' move: Lawrence Wong,2020-04-03T10:35:58.515+0000,Channel News Asia (Singapore),https://www.channelnewsasia.com/news/singapore/covid19-worrying-trends-could-not-wait-preemptive-12606856?cid=cna_flip_070214
12,Coronavirus Lockdown VI: How India's insurance-led private healthcare cripples its ability to fight COVID-19,2020-04-14T18:58:24.204+0000,businesstoday.in/,https://www.businesstoday.in/current/economy-politics/coronavirus-lockdown-india-health-insurance-private-healthcare-public-hospitals-covid19/story/401003.html
13,Huawei helps fight coronavirus: diagnostics within 2 minutes with 98% success rate,2020-03-26T10:53:29.289+0000,Giz China,https://www.gizchina.com/2020/03/26/huawei-helps-fight-coronavirus-diagnostics-within-2-minutes-with-98-success-rate/
14,COVID19 Impacted Analysis on Intravesical Bacillus Calmette Market Innovative Strategy by 2025 | Merck | Japan BCG Laboratory | China National Biotec – 3,2020-06-05T07:39:13.842+0000,source,https://3wnews.org/uncategorised/1185420/covid19-impacted-analysis-on-intravesical-bacillus-calmette-market-innovative-strategy-by-2025-merck-japan-bcg-laboratory-china-national-biotec/
15,COVID19 Impacted Analysis on Intravesical Bacillus Calmette Market Innovative Strategy by 2025 | Merck | Japan BCG Laboratory | China National Biotec – 3,2020-06-05T07:39:13.842+0000,source,https://3wnews.org/uncategorised/1185420/covid19-impacted-analysis-on-intravesical-bacillus-calmette-market-innovative-strategy-by-2025-merck-japan-bcg-laboratory-china-national-biotec/
16,Covid 19 coronavirus: Lockdown or lockdown lite? Jacinda Ardern's D-Day dilemma explained,2020-04-19T21:45:18.349+0000,New Zealand Herald,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12325951
17,Covid 19 coronavirus: Why epidemiologists and economists keep arguing,2020-04-03T22:31:11.265+0000,New Zealand Herald,https://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12322454
18,Coronavirus: What's happening in Canada and around the world Tuesday,2020-03-31T20:00:13.453+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/canada/coronavirus-covid19-march31-canada-world-1.5514497
19,IITs: A unique education system model of India that stood the test of time,2020-05-19T09:23:34.976+0000,The Financial Express,https://www.financialexpress.com/jobs/iits-a-unique-education-system-model-of-india-that-stood-the-test-of-time/1963836/
20,Voice of the People,2020-04-13T21:30:42.361+0000,Pakistan Observer - Newspaper online edition,https://pakobserver.net/voice-of-the-people-186/
21,China and Covid-19: Preparing for a ‘Post-WWI World’,2020-06-12T12:25:34.477+0000,Asia Sentinel - Home,https://www.asiasentinel.com/p/china-and-covid-19-preparing-for
22,China and Covid-19: Preparing for a ‘Post-WWI World’,2020-06-12T12:25:34.477+0000,Asia Sentinel - Home,https://www.asiasentinel.com/p/china-and-covid-19-preparing-for
23,Covid 19 coronavirus: Comment - Trump's deadly search for a scapegoat,2020-04-16T02:58:28.767+0000,New Zealand Herald,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12325216
24,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T23:17:42.031+0000,Valley News,https://myvalleynews.com/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/
25,Coronavirus: What's happening in Canada and around the world Monday,2020-04-13T17:09:42.538+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/canada/coronavirus-covid19-april13-canada-world-1.5530623
26,Coronavirus Blog Archive,2020-05-22T22:38:26.952+0000,KPBS 15,https://www.kpbs.org/news/2020/may/19/coronavirus-blog-archive/
27,Malaria drug no help for COVID-19: studies,2020-05-15T01:26:32.901+0000,Northern Territory News,https://www.ntnews.com.au/news/breaking-news/malaria-drug-no-help-for-covid19-studies/news-story/3d39ffc56e25195a366a819617c3bbcd
28,Malaria drug no help for COVID-19: studies,2020-05-15T01:22:04.176+0000,The Australian,https://www.theaustralian.com.au/news/latest-news/malaria-drug-no-help-for-covid19-studies/news-story/3d39ffc56e25195a366a819617c3bbcd
29,Coronavirus: What's happening in Canada on Wednesday,2020-05-27T19:04:30.193+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/canada/coronavirus-covid19-canada-may27-wednesday-1.5586212
30,Nigerian doctor dies of coronavirus after treating infected patient in Lagos,2020-04-15T19:57:14.058+0000,Vanguard,https://www.vanguardngr.com/2020/04/nigerian-doctor-dies-of-coronavirus-after-treating-infected-patient-in-lagos-2/
31,"From Fitbit to Proxxi, safety wearables are the next key tech tool for fighting Covid-19",2020-04-29T13:34:50.294+0000,London Evening Standard,https://www.standard.co.uk/tech/wearables-safety-covid19-fitbit-proxxi-esimote-a4427116.html
32,Covid-19 coronavirus: What you need to know about Friday's big developments,2020-03-27T05:20:19.399+0000,New Zealand Herald,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12320289
33,Myth buster: WhatsApp forward suggests ‘Indian habits’ prevents coronavirus. We decode it for you,2020-03-02T10:07:36.662+0000,Freepressjournal.in,https://www.freepressjournal.in/india/myth-buster-whatsapp-forward-suggests-indian-habits-prevents-coronavirus-we-decode-it-for-you
34,"New IHME COVID-19 Projections: Brazil Could See Nearly 90,000 Deaths",2020-05-12T21:56:27.535+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/new-ihme-covid-19-projections-brazil-could-see-nearly-90-000-deaths-1029194457
35,"New IHME COVID-19 Projections: Brazil Could See Nearly 90,000 Deaths",2020-05-12T22:32:16.085+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/new-ihme-covid-19-projections-brazil-could-see-nearly-90-000-deaths-1029194539
36,"New IHME COVID-19 Projections: Brazil Could See Nearly 90,000 Deaths",2020-05-12T22:11:05.040+0000,"FinanzNachrichten.de - Alle Nachrichten zu Aktien, Börse und Wirtschaft!!",https://www.finanznachrichten.de/nachrichten-2020-05/49637531-new-ihme-covid-19-projections-brazil-could-see-nearly-90-000-deaths-008.htm
37,"New IHME COVID-19 Projections: Brazil Could See Nearly 90,000 Deaths",2020-05-12T22:26:56.633+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/new-ihme-covid-19-projections-brazil-could-see-nearly-90-000-deaths-1029194484
38,Covid-19 coronavirus: The tech stock gainers - and what's next,2020-05-18T18:45:45.058+0000,New Zealand Herald,https://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12332641
39,Gold inched up on hopes of Fed's 'corona vaccine' amid a sudden jump in China's coronavirus victims,2020-02-15T20:23:19.347+0000,source,https://www.iforex.in/news/gold-inched-hopes-feds-corona-vaccine-amid-sudden-jump-chinas-coronavirus-victims-67278
40,"Sanjivani: Even with exports, India can maintain anti-malaria drug stocks",2020-04-10T11:06:48.573+0000,socialnews.xyz/,https://www.socialnews.xyz/2020/04/10/sanjivani-even-with-exports-india-can-maintain-anti-malaria-drug-stocks/
41,"Sanjivani: Even with exports, India can maintain anti-malaria drug stocks",2020-04-10T11:39:33.858+0000,Indianewengland.com,https://indianewengland.com/2020/04/sanjivani-even-with-exports-india-can-maintain-anti-malaria-drug-stocks/
42,Covid-19: 553 new cases as doctors threaten strike,2020-05-31T03:24:05.953+0000,The Nation Newspaper,https://thenationonlineng.net/covid-19-553-new-cases-as-doctors-threaten-strike/
43,India can export anti-malaria drug and maintain domestic stocks: Experts,2020-04-09T15:46:22.690+0000,socialnews.xyz/,https://www.socialnews.xyz/2020/04/09/india-can-export-anti-malaria-drug-and-maintain-domestic-stocks-experts/
44,Covid 19 coronavirus: Meet Ayesha Verrall - the intrepid specialist who pushed Govt on contact-tracing,2020-05-22T17:42:26.096+0000,New Zealand Herald,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12332129
45,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T11:06:48.027+0000,The Advertiser,https://www.adelaidenow.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
46,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T10:07:41.929+0000,The Cairns Post,https://www.cairnspost.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
47,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T10:02:50.854+0000,Geelong Advertiser,https://www.geelongadvertiser.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
48,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T11:11:19.612+0000,Northern Territory News,https://www.ntnews.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
49,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T11:11:19.612+0000,Northern Territory News,https://www.ntnews.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
50,New COVID-19 treatment hopes as Australian death toll climbs,2020-04-05T09:56:35.658+0000,The Courier-Mail,https://www.couriermail.com.au/coronavirus/new-covid19-treatment-hopes-virus-claims-life-of-ruby-princess-passenger/news-story/39815191b53356f278afbc627efb79a2
51,"""Social distancing may be necessary into 2022"": Twitter reacts to Day 37 of the COVID-19 pandemic",2020-04-16T16:24:47.309+0000,Edmonton Journal,https://edmontonjournal.com/news/local-news/social-distancing-may-be-necessary-into-2022-twitter-reacts-to-day-37-of-the-covid-19-pandemic/
52,"COVID-19 pandemic: Pulitzer winning Indian-origin physician, compatriot in NYS commission on economic recovery",2020-05-25T08:26:04.214+0000,The Financial Express,https://www.financialexpress.com/lifestyle/health/covid-19-pandemic-pulitzer-winning-indian-origin-physician-compatriot-in-nys-commission-on-economic-recovery/1969785/
53,"I murdered COVID-19, says activist discharged from IDH",2020-03-30T18:23:39.154+0000,The Nation Newspaper,https://thenationonlineng.net/i-murdered-covid-19-says-activist-discharged-from-idh/
54,Op-Ed: The curious case of the Ethiopian traditional medicine derived anti-#COVID19 treatment and the need for caution,2020-03-30T21:04:05.743+0000,source,https://addisstandard.com/op-ed-the-curious-case-of-the-ethiopian-traditional-medicine-derived-anti-covid19-treatment-and-the-need-for-caution/
55,Op-Ed: The curious case of the Ethiopian traditional medicine derived anti-#COVID19 treatment and the need for caution,2020-03-30T14:16:15.665+0000,source,http://addisstandard.com/op-ed-the-curious-case-of-the-ethiopian-traditional-medicine-derived-anti-covid19-treatment-and-the-need-for-caution/
56,Coronavirus Covid-19: Professor developing 'game-changer' virus test,2020-04-17T05:03:15.178+0000,New Zealand Herald,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12325678
57,Coronavirus: What lesson for Nigeria?,2020-03-29T09:31:14.795+0000,source,https://businessday.ng/coronavirus/article/coronavirus-what-lesson-for-nigeria/
58,Ethiopia: The Curious Case of the Ethiopian Traditional Medicine Derived Anti-#covid19 Treatment and the Need for Caution,2020-03-30T15:39:05.043+0000,allAfrica.com,https://allafrica.com/stories/202003300843.html
59,Health System Reforms for India’s quick and complete recovery from Covid19,2020-06-05T09:31:56.268+0000,source,https://ehealth.eletsonline.com/2020/05/health-system-reforms-for-indias-quick-and-complete-recovery-from-covid19/
60,Times News Blog: Latest on local impact of COVID-19,2020-03-30T01:17:38.711+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/03/28/COVID-19.html
61,Times News Blog: Latest on local impact of COVID-19,2020-03-29T03:46:13.434+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/03/27/COVID-19.html
62,Times News Blog: Latest on local impact of COVID-19,2020-06-12T20:09:20.878+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/06/12/Times-News-Blog-Latest-on-local-impact-of-COVID-19.html?ci=stream&lp=1
63,Times News Blog: Latest on local impact of COVID-19,2020-04-05T00:55:49.127+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/04/03/COVID-19.html
64,Times News Blog: Latest on local impact of COVID-19,2020-04-22T21:51:37.464+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/04/22/COVID-19.html?ci=stream&lp=6
65,Times News Blog: Latest on local impact of COVID-19,2020-04-22T15:49:34.304+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/04/22/COVID-19.html?ci=stream&lp=3
66,Times News Blog: Latest on local impact of COVID-19,2020-04-22T14:38:07.640+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/04/22/COVID-19.html
67,Times News Blog: Latest on local impact of COVID-19,2020-04-22T16:24:20.070+0000,Kingsport Times-News,https://www.timesnews.net/Local/2020/04/22/COVID-19
68,"Loss of smell, taste, likely to be early symptom of Covid19, says report",2020-03-29T08:16:12.385+0000,Deccan Chronicle,https://www.deccanchronicle.com/science/science/290320/loss-of-smell-taste-likely-to-be-early-symptom-of-covid19-says-repo.html
69,"Loss of smell, taste, likely to be early symptom of Covid19, says report",2020-03-29T08:16:12.385+0000,Deccan Chronicle,https://www.deccanchronicle.com/science/science/290320/loss-of-smell-taste-likely-to-be-early-symptom-of-covid19-says-repo.html
70,World Health Day an opportunity to express gratitude towards doctors fighting COVID-19,2020-04-07T05:52:40.984+0000,"Stories of Entrepreneurs, Innovators, Leaders, Founders and Changemakers",https://yourstory.com/2020/04/world-health-day-gratitude-doctors-covid19
71,World Health Day an opportunity to express gratitude towards doctors fighting COVID-19,2020-04-07T05:52:40.984+0000,"Stories of Entrepreneurs, Innovators, Leaders, Founders and Changemakers",https://yourstory.com/2020/04/world-health-day-gratitude-doctors-covid19
72,Nedbank announces measures to help South Africans amid COVID-19,2020-03-23T11:16:36.513+0000,Lee YongHoon,https://www.enca.com/business/nedbank-announces-measures-to-help-south-africans-amid-covid-19
73,How Kaggle Data Scientists Help with Coronavirus | Google Cloud Blog,2020-06-15T15:30:39.483+0000,Google,https://cloud.google.com/blog/products/ai-machine-learning/how-kaggle-data-scientists-help-with-coronavirus
74,2020 Budget: FG to borrow $5.5billion to finance appropriation act,2020-05-28T14:27:05.837+0000,DailyPost Nigeria,https://dailypost.ng/2020/05/28/2020-budget-fg-to-borrow-5-5billion-to-finance-appropriation-act/
75,'Thank you for all your hard work': Josephine Teo thanks Singapore's foreign workers in Tamil New Year greetings,2020-04-14T00:59:16.633+0000,Channel News Asia (Singapore),https://www.channelnewsasia.com/news/singapore/thank-you-hard-work-foreign-worker-josephine-teo-iswaran-covid19-12638796?cid=cna_flip_070214
76,"TELUS Friendly Future Foundation gives $250,000 to support homeless and marginalized citizens stay safe and cared for during COVID-19",2020-04-24T13:35:27.807+0000,The Canadian Business Journal,https://www.cbj.ca/telus-friendly-future-foundation-gives-250000-to-support-homeless-and-marginalized-citizens-stay-safe-and-cared-for-during-covid-19/
77,World Environment Day 2020: Young voices for climate justice,2020-06-05T15:10:16.846+0000,UNICEF Voices of Youth,https://www.voicesofyouth.org/blog/world-environment-day-2020-young-voices-climate-justice
78,Scientists are racing to find the best drugs to treat COVID-19,2020-03-23T13:30:14.758+0000,The Verge Internet Services,https://www.theverge.com/2020/3/23/21188167/coronavirus-treatment-clinical-trials-drugs-remdesivir-chloroquine-covid
79,Italy’s Politicians Are Making the Coronavirus Crisis Worse,2020-03-09T19:14:38.615+0000,Foreign Policy,https://foreignpolicy.com/2020/03/09/italy-covid19-coronavirus-conte-salvini-epidemic-politicians-are-making-crisis-worse/
80,Italy’s Politicians Are Making the Coronavirus Crisis Worse,2020-03-09T19:14:38.615+0000,Foreign Policy,https://foreignpolicy.com/2020/03/09/italy-covid19-coronavirus-conte-salvini-epidemic-politicians-are-making-crisis-worse/
81,China: The Army Retreats,2020-02-26T17:13:01.635+0000,StrategyPage.com,https://www.strategypage.com/qnd/china/articles/20200226.aspx
82,[Weekly Funding Roundup] Startups raise $125M in the third week of March amid coronavirus threat,2020-03-21T01:20:20.488+0000,"Stories of Entrepreneurs, Innovators, Leaders, Founders and Changemakers",https://yourstory.com/2020/03/weekly-funding-startups-raise-125-million-coronavirus-covid19
83,[Weekly Funding Roundup] Startups raise $125M in the third week of March amid coronavirus threat,2020-03-21T01:20:20.488+0000,"Stories of Entrepreneurs, Innovators, Leaders, Founders and Changemakers",https://yourstory.com/2020/03/weekly-funding-startups-raise-125-million-coronavirus-covid19
84,"Lockdowns, remote education, and local innovation: What will post Corona life look like?",2020-05-11T22:25:12.776+0000,"Newtimes, Rwanda&#039;s Leading Daily",https://www.newtimes.co.rw/business/lockdowns-remote-education-and-local-innovation-what-will-post-corona-life-look
85,Coronavirus (COVID-19) Insurance Policy Issues - Coronavirus (Covid-19) - Canada,2020-04-15T02:14:08.381+0000,Mondaq Business Briefing,http://www.mondaq.com/Article/917312
86,Coronavirus: What's happening in Canada and the world Friday,2020-04-10T18:16:48.257+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/canada/coronavirus-covid19-april10-canada-world-1.5529020
87,"News Items – April 8, 2020",2020-04-08T15:57:54.282+0000,Social Workers Speak,http://www.socialworkersspeak.org/media/news-round-up/news-items-april-8-2020.html
88,"Coronavirus latest updates: Trump may extend US travel ban, Australia warns disease may not peak for months",2020-03-14T02:10:54.553+0000,The Guardian,https://www.theguardian.com/world/live/2020/mar/14/coronavirus-live-updates-uk-us-australia-italy-europe-school-shutdown-sport-events-cancelled-latest-update-news
89,"Covid 19 coronavirus: Donald Trump makes 'Noble' bungle, slams report about his 'work schedule and eating habits'",2020-04-27T05:10:52.996+0000,New Zealand Herald,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12327790
90,FDA authorizes experimental drug remdesivir for emergency use in COVID-19 patients,2020-05-01T20:14:09.400+0000,The Verge Internet Services,https://www.theverge.com/2020/5/1/21241612/remdesivir-fda-emergency-authorization-treatment-covid-19-coronavirus-fauci
91,Coronavirus: What's happening in Canada and around the world Friday,2020-04-17T23:33:40.339+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/canada/coronavirus-covid19-april17-canada-world-1.5535549
92,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/04/20),2020-06-05T03:23:01.213+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-060420.html
93,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/04/20),2020-06-05T03:23:01.213+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-060420.html
94,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/07/20),2020-06-08T00:12:25.590+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-060720.html
95,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/07/20),2020-06-08T00:12:25.590+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-060720.html
96,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/14/20),2020-06-15T00:23:16.151+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-061420.html
97,How to volunteer and donate in New Jersey during the coronavirus outbreak (06/14/20),2020-06-15T00:23:16.151+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/06/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-061420.html
98,Liberia: World Bank Report Sees 'Serious Weaknesses' in 'Unprepared' COVID19 Response,2020-04-26T10:33:00.139+0000,allAfrica.com,https://allafrica.com/stories/202004260034.html
99,How to volunteer and donate in New Jersey during the coronavirus outbreak (04/20/20),2020-04-21T02:11:54.752+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/04/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-042020.html
100,How to volunteer and donate in New Jersey during the coronavirus outbreak (04/20/20),2020-04-21T02:11:54.752+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/04/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-042020.html
101,How to volunteer and donate in New Jersey during the coronavirus outbreak (04/16/20),2020-04-17T06:12:04.580+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/04/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-041620.html
102,How to volunteer and donate in New Jersey during the coronavirus outbreak (04/16/20),2020-04-17T06:12:04.580+0000,New Jersey Online,https://www.nj.com/coronavirus/2020/04/how-to-volunteer-and-donate-in-new-jersey-during-the-coronavirus-outbreak-041620.html
103,Remdesivir: five Australian hospitals to receive experimental coronavirus drug,2020-05-01T00:31:31Z,Guardian,https://www.theguardian.com/australia-news/2020/may/01/remdesivir-five-australian-hospitals-to-receive-experimental-coronavirus-drug
104,'They're leaving us to die': Ecuadorians plead for help as virus blazes deadly trail,2020-04-03T09:30:15Z,Guardian,https://www.theguardian.com/world/2020/apr/03/theyre-leaving-us-to-die-ecuadorians-plead-for-help-as-virus-blazes-deadly-trail
105,"US cases approach 2 million; Chile revises death toll to 2,290 – as it happened",2020-06-07T23:46:19Z,Guardian,https://www.theguardian.com/world/live/2020/jun/07/coronavirus-uk-to-partly-reopen-churches-australia-blm-protests-defy-health-pleas-live-updates
106,Global shortage of Covid-19 test kits hits Australia as other nations limit exports,2020-03-13T06:48:03Z,Guardian,https://www.theguardian.com/australia-news/2020/mar/13/global-shortage-of-covid-19-test-kits-hits-australia-as-other-nations-limit-exports
107,Gordon Brown urges China and US to join global Covid-19 action,2020-04-28T13:37:47Z,Guardian,https://www.theguardian.com/world/2020/apr/28/gordon-brown-urges-china-and-us-to-join-global-covid-19-action
108,What effect will winter have on coronavirus in Australia?,2020-03-17T03:12:30Z,Guardian,https://www.theguardian.com/world/2020/mar/17/what-effect-will-winter-have-on-coronavirus-in-australia
109,Reporting  on Covid-19 in Italy: 'Life as we've known it has stopped',2020-03-28T12:00:25Z,Guardian,https://www.theguardian.com/membership/2020/mar/28/coronavirus-reporting-italy-death-toll
110,"Morning mail: China tensions mount, Frydenberg tests negative, Bruce Pascoe's harvest",2020-05-12T21:10:43Z,Guardian,https://www.theguardian.com/australia-news/2020/may/13/morning-mail-china-tensions-mounts-frydenberg-tests-negative-bruce-pascoes-harvest
111,Spain overtakes China as second worst-hit country by Covid-19 – as it happened,2020-03-26T00:27:25Z,Guardian,https://www.theguardian.com/australia-news/live/2020/mar/25/coronavirus-live-news-india-lockdown-italy-cases-restrictions-uk-us-outbreak-australia-china-hubei-latest-updates
112,Spain overtakes China as second worst-hit country by Covid-19 – as it happened,2020-03-26T00:27:25Z,Guardian,https://www.theguardian.com/australia-news/live/2020/mar/25/coronavirus-live-news-india-lockdown-italy-cases-restrictions-uk-us-outbreak-australia-china-hubei-latest-updates
113,Pakistan arrests doctors protesting over lack of virus safety equipment,2020-04-06T16:39:26Z,Guardian,https://www.theguardian.com/world/2020/apr/06/pakistan-arrests-doctors-protest-lack-coronavirus-safety-equipment
114,Bolsonaro stokes Brazil protests in defiance of health advice – as it happened,2020-05-03T23:38:45Z,Guardian,https://www.theguardian.com/world/live/2020/may/03/coronavirus-live-news-european-leaders-join-forces-to-find-vaccine-as-france-proposes-14-day-quarantine-on-entry
115,Coronavirus: inquiry opens into hospitals at centre of Italy outbreak,2020-02-26T18:39:21Z,Guardian,https://www.theguardian.com/world/2020/feb/26/coronavirus-inquiry-opens-into-hospitals-at-centre-of-italy-outbreak
116,'You're all we've got': fear and hope on Spain's coronavirus frontline,2020-04-03T05:15:10Z,Guardian,https://www.theguardian.com/world/2020/apr/03/youre-all-weve-got-fear-and-hope-on-spains-coronavirus-frontline
117,Rapid Covid-19 testing kits receive urgent approval from Australian regulator,2020-03-23T16:30:08Z,Guardian,https://www.theguardian.com/australia-news/2020/mar/24/rapid-covid-19-testing-kits-receive-urgent-approval-from-australian-regulator
118,Why the salt miners of Uganda's lakes are dying for a deal on climate change,2010-11-21T00:10:43Z,Guardian,https://www.theguardian.com/environment/2010/nov/21/climate-change-uganda-salt-miners
119,England beat South Africa to reach Champions Trophy final – as it happened,2013-06-19T16:21:00Z,Guardian,https://www.theguardian.com/sport/2013/jun/19/england-south-africa-champions-trophy-live
120,India Approves Gilead's Remdesivir to Treat Severe COVID-19 Cases,2020-06-03T07:18:01+0000,New York Times,https://www.nytimes.com/reuters/2020/06/03/world/asia/03reuters-health-coronavirus-india-gilead-sciences.html
121,India Approves Emergency Use of Remdesivir to Treat COVID-19 Patients,2020-06-02T07:56:02+0000,New York Times,https://www.nytimes.com/reuters/2020/06/02/world/asia/02reuters-health-coronavirus-india-gilead-sciences.html
122,India's Zydus Cadila to Make Gilead's Potential COVID-19 Drug Remdesivir,2020-06-12T14:19:32+0000,New York Times,https://www.nytimes.com/reuters/2020/06/12/world/asia/12reuters-health-coronavirus-cadila-health.html
